id;lon;lat;heading
0;-122.407281388888890;37.723396388888894;0
1;-122.444310000000002;37.758701388888888;0
2;-122.397704999999974;37.715016388888898;0
3;-122.430001388888897;37.799716388888889;0
4;-122.397916666666674;37.781277777777746;0
5;-122.429135000000002;37.758063055555553;0
6;-122.506880743919879;37.734012630569254;0
7;-122.432608055555562;37.745798055555554;0
8;-122.477928055555537;37.718650000000025;0
