,heading,id,lat,lon,meta_copyright,meta_date,meta_lat,meta_lon,meta_pano_id,status
0,0,0,37.7233963888889,-122.40728138888888,© Google,2019-03,37.723359621446,-122.407325969824,f4R2nL4Y1CGaehxG5-Yfmw,OK
1,0,1,37.75870138888889,-122.44431,© Google,2019-04,37.758711,-122.4442128,0xsZ-V-2Y10sOtySQZEDXg,OK
2,0,2,37.7150163888889,-122.39770499999996,,,,,,ZERO_RESULTS
3,0,3,37.79971638888889,-122.43000138888887,© Google,2016-06,37.79971501608271,-122.4299973921073,vgVSdBZi7FqD2Dq3Rn_q_w,OK
4,0,4,37.781277777777746,-122.39791666666667,© Google,2019-07,37.78124844967682,-122.3978867538797,_9_7CuKi1Wz0M2io5YwQag,OK
5,0,5,37.758063055555546,-122.429135,© Google,2019-06,37.75803583519425,-122.4290922697812,FkuEqWtA_kBYs2CtNxP-PQ,OK
6,0,6,37.73401263056925,-122.50688074391987,© Google,2016-06,37.73399362134754,-122.5069249632779,8ZzxK2a1Hmi40SHD1jpIhg,OK
7,0,7,37.74579805555555,-122.43260805555555,© Google,2019-03,37.74576564000107,-122.4325583104555,V73dcX9uXb19JmbiE8PEUQ,OK
8,0,8,37.718650000000025,-122.47792805555551,© Google,2019-04,37.71864103970223,-122.4779292326849,yXEBdcnjzNsEyHy9ETKlzA,OK
